my_dash_power,my_dash_dir,my_turn
0.0,0.0,-11.319
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,127.634
0.0,0.0,97.98
100.0,0.0,-3.0
100.0,0.0,-5.0
100.0,19.0,-2.0
0.0,0.0,0.0
0.0,0.0,-0.081
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.081
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,6.354
100.0,0.0,-86.0
0.0,0.0,-34.755
100.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,-0.24
0.0,0.0,0.716
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,119.0
100.0,0.0,-2.0
0.0,0.0,0.0
0.0,0.0,0.31
0.0,0.0,0.0
0.0,0.0,-0.714
0.0,0.0,0.0
0.0,0.0,0.33
0.0,0.0,0.28
0.0,0.0,0.0
0.0,0.0,0.299
0.0,0.0,0.296
0.0,0.0,0.0
0.0,0.0,0.297
0.0,0.0,0.286
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.704
100.0,0.0,-118.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,177.0
0.0,0.0,0.0
0.0,0.0,-3.693
0.0,0.0,48.07
100.0,0.0,180.0
100.0,0.0,-180.0
0.0,0.0,-180.0
0.0,0.0,-86.667
0.0,0.0,180.0
100.0,167.0,-74.0
100.0,70.0,1.0
0.0,0.0,-5.294
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-109.631
0.0,0.0,-1.331
0.0,0.0,0.0
0.0,0.0,0.0
100.0,2.0,11.0
100.0,-11.0,-180.0
0.0,0.0,180.0
0.0,0.0,-40.129
0.0,0.0,0.0
0.0,0.0,-0.131
0.0,0.0,-0.12
0.0,0.0,-1.128
0.0,0.0,0.876
0.0,0.0,-0.126
0.0,0.0,-0.0
0.0,0.0,0.868
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.129
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.873
0.0,0.0,0.0
0.0,0.0,2.0
100.0,0.0,0.0
100.0,0.0,-60.0
0.0,0.0,180.0
0.0,0.0,-163.171
0.0,0.0,0.0
0.0,0.0,6.0
0.0,0.0,0.007
0.0,0.0,-162.863
0.0,0.0,180.0
0.0,0.0,0.0
100.0,-163.0,80.0
0.0,0.0,-121.8
0.0,0.0,-0.858
0.0,0.0,-0.648
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,-0.835
0.0,0.0,-0.84
0.0,0.0,-0.838
0.0,0.0,0.0
0.0,0.0,-0.65
0.0,0.0,1.0
100.0,47.0,0.0
100.0,0.0,0.0
0.0,0.0,101.718
0.0,0.0,1.94
0.0,0.0,83.106
0.0,0.0,0.0
0.0,0.0,-0.255
0.0,0.0,0.0
0.0,0.0,-0.127
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.123
0.0,0.0,-0.124
0.0,0.0,-0.127
0.0,0.0,-0.126
0.0,0.0,-0.127
0.0,0.0,-0.127
0.0,0.0,0.0
0.0,0.0,-0.126
0.0,0.0,0.0
0.0,0.0,0.0
100.0,-47.0,0.0
100.0,0.0,-17.0
100.0,1.0,-4.0
0.0,0.0,-180.0
100.0,-5.0,5.0
100.0,7.0,13.0
100.0,0.0,3.0
100.0,17.0,-58.0
0.0,0.0,-8.134
0.0,0.0,0.0
0.0,0.0,8.552
0.0,0.0,-19.544
54.888,60.0,6.0
0.0,0.0,0.0
0.0,0.0,0.025
0.0,0.0,-0.367
0.0,0.0,0.0
0.0,0.0,-0.0
0.0,0.0,-1.206
0.0,0.0,-0.0
0.0,0.0,0.157
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.105
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-1.0
0.0,0.0,0.105
0.0,0.0,0.0
0.0,0.0,0.155
0.0,0.0,0.105
0.0,0.0,0.0
0.0,0.0,0.157
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.217
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.459
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,0.0
100.0,122.0,3.0
0.0,0.0,13.521
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,-110.0,-1.0
0.0,0.0,0.0
0.0,0.0,0.0
49.671,11.0,0.0
100.0,0.0,-1.0
100.0,0.0,-2.0
59.49,0.0,0.0
0.0,0.0,-128.84
100.0,0.0,-88.0
0.0,0.0,180.0
0.0,0.0,103.339
100.0,8.0,57.0
100.0,0.0,-56.0
100.0,2.0,54.0
0.0,0.0,64.0
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.131
0.0,0.0,0.0
0.0,0.0,0.128
0.0,0.0,1.127
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.131
0.0,0.0,0.0
0.0,0.0,1.126
0.0,0.0,0.13
0.0,0.0,-40.504
0.0,0.0,180.0
100.0,0.0,-180.0
100.0,0.0,65.0
0.0,0.0,0.0
0.0,0.0,5.0
100.0,0.0,-0.0
0.0,0.0,3.988
0.0,0.0,0.0
0.0,0.0,0.0
100.0,-114.0,-1.0
0.0,0.0,-12.662
0.0,0.0,0.0
0.0,0.0,0.0
100.0,-4.0,-0.0
100.0,1.0,7.0
100.0,0.0,-100.0
100.0,-179.0,0.0
100.0,-163.0,0.0
100.0,61.0,0.0
100.0,64.0,0.0
100.0,64.0,0.0
93.061,-157.0,0.0
0.0,0.0,-7.796
0.0,0.0,-0.369
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.111
0.0,0.0,0.0
0.0,0.0,-0.112
0.0,0.0,0.0
0.0,0.0,-0.109
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.108
0.0,0.0,-99.529
100.0,-126.0,0.0
100.0,-125.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-30.464
0.0,0.0,70.308
0.0,0.0,0.0
100.0,0.0,-2.0
100.0,0.0,180.0
0.0,0.0,0.097
0.0,0.0,-3.455
0.0,0.0,-0.013
0.0,0.0,2.431
0.0,0.0,-0.553
100.0,0.0,0.0
100.0,0.0,-104.0
0.0,0.0,-0.108
0.0,0.0,-0.108
0.0,0.0,-0.108
0.0,0.0,0.0
0.0,0.0,-0.145
0.0,0.0,-0.109
0.0,0.0,-0.108
0.0,0.0,0.0
0.0,0.0,-6.0
0.0,0.0,-0.021
0.0,0.0,0.0
0.0,0.0,-0.032
0.0,0.0,93.201
0.0,0.0,0.0
0.0,0.0,180.0
0.0,0.0,-110.9
0.0,0.0,35.264
0.0,0.0,-28.211
0.0,0.0,152.811
0.0,0.0,146.746
0.0,0.0,-3.858
0.0,0.0,-0.66
0.0,0.0,0.258
0.0,0.0,0.0
0.0,0.0,0.23
0.0,0.0,-1.0
0.0,0.0,0.0
0.0,0.0,0.228
0.0,0.0,0.261
0.0,0.0,0.0
0.0,0.0,0.261
0.0,0.0,-1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.261
0.0,0.0,0.26
0.0,0.0,0.261
0.0,0.0,0.0
0.0,0.0,0.23
0.0,0.0,-0.347
0.0,0.0,0.267
100.0,0.0,-111.0
100.0,0.0,0.0
100.0,0.0,5.0
100.0,0.0,-0.0
0.0,0.0,166.573
0.0,0.0,-178.714
0.0,0.0,0.0
100.0,0.0,-102.0
100.0,145.0,1.0
0.0,0.0,2.114
100.0,144.0,1.0
100.0,21.0,13.0
0.0,0.0,0.0
100.0,85.0,0.0
0.0,0.0,5.934
0.0,0.0,1.814
0.0,0.0,0.0
0.0,0.0,21.152
0.0,0.0,-3.2
0.0,0.0,1.0
0.0,0.0,-0.595
0.0,0.0,0.0
0.0,0.0,0.0
100.0,141.0,0.0
90.812,24.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.064
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,-0.939
0.0,0.0,0.0
0.0,0.0,-0.936
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,-0.94
0.0,0.0,1.0
0.0,0.0,-0.934
0.0,0.0,-0.942
0.0,0.0,-0.06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-119.574
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-70.708
100.0,0.0,0.0
0.0,0.0,-0.856
0.0,0.0,-0.719
0.0,0.0,-0.185
0.0,0.0,0.0
100.0,31.0,0.0
0.0,0.0,5.914
100.0,0.0,-50.0
0.0,0.0,6.496
0.0,0.0,0.0
0.0,0.0,-28.334
0.0,0.0,0.0
100.0,0.0,51.0
100.0,0.0,-68.0
100.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,-11.155
0.0,0.0,7.216
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-46.408
0.0,0.0,-5.4
0.0,0.0,-0.039
0.0,0.0,-0.039
0.0,0.0,-0.039
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.038
0.0,0.0,-0.162
0.0,0.0,0.0
0.0,0.0,-0.039
0.0,0.0,0.0
0.0,0.0,-0.02
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.039
100.0,0.0,2.0
100.0,0.0,-3.0
0.0,0.0,-38.76
100.0,7.0,-43.0
100.0,0.0,-1.0
100.0,0.0,-180.0
100.0,0.0,-175.0
0.0,0.0,168.191
0.0,0.0,-165.376
0.0,0.0,-168.809
100.0,0.0,-45.0
100.0,0.0,33.0
100.0,0.0,0.0
0.0,0.0,109.646
100.0,180.0,77.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.909
0.0,0.0,-0.432
100.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,0.035
0.0,0.0,-0.0
0.0,0.0,0.617
0.0,0.0,0.0
100.0,0.0,0.0
100.0,0.0,-35.0
100.0,0.0,60.0
100.0,0.0,10.0
100.0,-19.0,-50.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,179.0
0.0,0.0,15.336
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-1.356
0.0,0.0,0.0
0.0,0.0,0.0
100.0,180.0,0.0
0.0,0.0,-16.004
0.0,0.0,0.0
0.0,0.0,-0.239
0.0,0.0,0.714
0.0,0.0,1.714
0.0,0.0,-1.082
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.817
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,-1.064
0.0,0.0,1.0
0.0,0.0,-1.068
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,-0.818
0.0,0.0,1.0
0.0,0.0,1.0
100.0,0.0,2.0
0.0,0.0,11.153
0.0,0.0,2.0
100.0,180.0,-0.0
100.0,180.0,-0.0
100.0,-180.0,-0.0
100.0,-159.0,-1.0
100.0,-158.0,-1.0
100.0,147.0,0.0
100.0,180.0,0.0
0.0,0.0,-10.087
0.0,0.0,-26.991
50.984,11.0,-1.0
0.0,0.0,0.0
0.0,0.0,33.33
100.0,0.0,110.0
0.0,0.0,-1.062
0.0,0.0,-0.825
0.0,0.0,1.0
0.0,0.0,-1.065
0.0,0.0,71.674
100.0,0.0,-180.0
100.0,0.0,180.0
0.0,0.0,-4.95
0.0,0.0,135.889
100.0,0.0,-2.0
100.0,0.0,6.0
0.0,0.0,1.087
0.0,0.0,0.0
0.0,0.0,0.446
0.0,0.0,-2.612
0.0,0.0,0.0
0.0,0.0,-180.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-3.426
0.0,0.0,-2.24
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,-2.0
100.0,0.0,-107.0
0.0,0.0,5.101
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,140.909
0.0,0.0,57.412
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,180.0
100.0,5.0,7.0
0.0,0.0,126.53
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,-5.0,0.0
0.0,0.0,180.0
0.0,0.0,-9.281
0.0,0.0,7.137
0.0,0.0,-39.0
0.0,0.0,-46.0
100.0,-29.0,-62.0
100.0,-30.0,57.0
0.0,0.0,-78.53
100.0,-77.0,-0.0
100.0,0.0,-12.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-8.045
0.0,0.0,0.0
0.0,0.0,-180.0
100.0,60.0,0.0
0.0,0.0,5.588
0.0,0.0,0.0
0.0,0.0,8.799
0.0,0.0,0.0
0.0,0.0,0.341
0.0,0.0,-1.0
0.0,0.0,0.403
0.0,0.0,0.403
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.334
0.0,0.0,90.0
100.0,33.0,-4.0
100.0,117.0,9.0
100.0,0.0,-1.0
84.418,0.0,-4.0
100.0,-151.0,-5.0
100.0,0.0,3.0
0.0,0.0,180.0
100.0,-2.0,2.0
0.0,0.0,180.0
100.0,0.0,180.0
0.0,0.0,0.106
0.0,0.0,-0.013
0.0,0.0,0.942
0.0,0.0,-0.988
0.0,0.0,0.003
0.0,0.0,4.398
0.0,0.0,0.0
0.0,0.0,0.722
100.0,11.0,-34.0
100.0,9.0,35.0
0.0,0.0,-0.289
0.0,0.0,-0.288
0.0,0.0,-0.286
0.0,0.0,0.0
100.0,0.0,80.0
0.0,0.0,0.0
0.0,0.0,-1.0
0.0,0.0,0.334
100.0,-179.0,-3.0
100.0,0.0,0.0
100.0,0.0,0.0
100.0,0.0,0.0
100.0,0.0,-3.0
100.0,0.0,0.0
0.0,0.0,180.0
0.0,0.0,2.661
0.0,0.0,-6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,5.0
0.0,0.0,-9.795
100.0,11.0,37.0
100.0,14.0,44.0
100.0,0.0,-30.0
100.0,0.0,180.0
100.0,0.0,180.0
100.0,0.0,-180.0
100.0,0.0,180.0
0.0,0.0,0.403
0.0,0.0,0.403
100.0,0.0,0.0
100.0,0.0,-25.0
0.0,0.0,0.0
0.0,0.0,-0.428
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,29.402
0.0,0.0,-6.064
0.0,0.0,16.438
100.0,0.0,-1.0
100.0,0.0,0.0
100.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,-1.08
0.0,0.0,-0.0
0.0,0.0,-66.673
100.0,1.0,-2.0
100.0,0.0,-51.0
100.0,0.0,56.0
100.0,0.0,61.0
100.0,0.0,67.0
100.0,0.0,67.0
100.0,0.0,-74.0
0.0,0.0,180.0
0.0,0.0,-0.0
0.0,0.0,155.933
100.0,0.0,-13.0
100.0,0.0,68.0
100.0,0.0,-3.0
100.0,0.0,-56.0
0.0,0.0,-110.0
0.0,0.0,-132.579
0.0,0.0,0.0
0.0,0.0,1.126
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.128
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.0
0.0,0.0,0.13
0.0,0.0,-36.26
0.0,0.0,95.642
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-175.807
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,97.775
96.579,163.0,0.0
100.0,-126.0,0.0
0.0,0.0,-24.433
0.0,0.0,0.0
0.0,0.0,-122.0
0.0,0.0,-21.13
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,0.874
0.0,0.0,0.0
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,44.592
0.0,0.0,-180.0
0.0,0.0,-157.637
0.0,0.0,17.49
100.0,0.0,0.0
100.0,21.0,8.0
100.0,0.0,0.0
100.0,0.0,66.0
0.0,0.0,0.0
0.0,0.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-93.93
0.0,0.0,3.2
100.0,0.0,-180.0
0.0,0.0,0.086
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,10.133
0.0,0.0,0.0
100.0,0.0,83.0
100.0,0.0,0.0
100.0,0.0,-1.0
0.0,0.0,-0.008
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,5.537
61.331,0.0,-75.0
0.0,0.0,60.563
0.0,0.0,-0.0
0.0,0.0,0.887
0.0,0.0,-0.447
0.0,0.0,1.0
100.0,0.0,-4.0
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,-0.0
0.0,0.0,40.58
0.0,0.0,-0.45
0.0,0.0,1.0
100.0,0.0,-1.0
100.0,0.0,0.0
0.0,0.0,180.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,3.9
0.0,0.0,1.53
0.0,0.0,-1.0
0.0,0.0,1.04
0.0,0.0,1.039
0.0,0.0,-2.0
0.0,0.0,-1.0
0.0,0.0,1.032
0.0,0.0,-1.0
0.0,0.0,1.319
0.0,0.0,-1.0
0.0,0.0,-1.0
0.0,0.0,-1.0
0.0,0.0,0.295
100.0,96.0,0.0
0.0,0.0,-102.553
100.0,-179.0,0.0
100.0,-176.0,0.0
0.0,0.0,0.0
0.0,0.0,7.879
0.0,0.0,-9.843
0.0,0.0,0.0
0.0,0.0,-0.45
0.0,0.0,-0.455
0.0,0.0,0.0
100.0,0.0,65.0
100.0,-9.0,86.0
100.0,0.0,0.0
100.0,-21.0,-180.0
0.0,0.0,174.0
0.0,0.0,-0.453
0.0,0.0,-0.451
100.0,0.0,55.0
100.0,0.0,0.0
0.0,0.0,-108.096
0.0,0.0,0.0
0.0,0.0,-180.0
0.0,0.0,163.977
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,11.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.75
0.0,0.0,0.351
100.0,0.0,1.0
100.0,0.0,-4.0
100.0,0.0,-55.0
100.0,0.0,53.0
0.0,0.0,0.0
0.0,0.0,-54.417
0.0,0.0,46.087
100.0,0.0,180.0
0.0,0.0,-6.804
0.0,0.0,0.0
0.0,0.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,50.502
100.0,0.0,0.0
0.0,0.0,180.0
0.0,0.0,-109.62
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,-60.0
100.0,0.0,-5.0
0.0,0.0,180.0
0.0,0.0,1.965
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,0.0
100.0,-179.0,-1.0
100.0,-165.0,0.0
0.0,0.0,-0.449
0.0,0.0,-0.426
0.0,0.0,1.0
0.0,0.0,1.574
0.0,0.0,0.0
0.0,0.0,0.079
0.0,0.0,0.257
0.0,0.0,150.096
100.0,0.0,26.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,166.385
100.0,0.0,102.0
0.0,0.0,59.513
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,180.0
0.0,0.0,6.983
100.0,0.0,25.0
100.0,-2.0,-30.0
0.0,0.0,1.25
100.0,0.0,0.0
0.0,0.0,-9.513
100.0,0.0,0.0
0.0,0.0,0.017
100.0,0.0,-1.0
0.0,0.0,0.0
100.0,0.0,-60.0
0.0,0.0,-180.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-7.0
0.0,0.0,0.0
0.0,0.0,130.227
0.0,0.0,2.6
0.0,0.0,-0.162
0.0,0.0,0.0
0.0,0.0,0.125
0.0,0.0,-0.161
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.162
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.191
0.0,0.0,-0.191
0.0,0.0,-0.161
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.099
100.0,0.0,25.0
100.0,0.0,0.0
100.0,0.0,-30.0
0.0,0.0,-6.263
100.0,0.0,179.0
0.0,0.0,131.247
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,1.0
100.0,0.0,-180.0
0.0,0.0,141.217
0.0,0.0,180.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-180.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-15.0
0.0,0.0,-0.222
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.281
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,-0.281
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,180.0
0.0,0.0,39.481
100.0,0.0,-35.0
100.0,2.0,50.0
100.0,2.0,-1.0
0.0,0.0,-180.0
100.0,0.0,-7.0
100.0,0.0,0.0
100.0,0.0,9.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-23.586
0.0,0.0,-1.397
0.0,0.0,0.0
100.0,-64.0,-4.0
0.0,0.0,-1.068
0.0,0.0,56.854
0.0,0.0,180.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,2.454
0.0,0.0,5.556
0.0,0.0,-3.574
0.0,0.0,-3.757
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.847
0.0,0.0,-0.357
0.0,0.0,87.381
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,1.0
0.0,0.0,8.0
0.0,0.0,0.0
100.0,0.0,2.0
0.0,0.0,0.0
100.0,0.0,-1.0
0.0,0.0,0.583
0.0,0.0,0.583
0.0,0.0,-1.0
0.0,0.0,0.583
0.0,0.0,-1.0
0.0,0.0,0.583
0.0,0.0,0.0
0.0,0.0,0.583
0.0,0.0,0.0
0.0,0.0,180.0
0.0,0.0,115.08
0.0,0.0,92.621
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
100.0,0.0,125.0
100.0,0.0,0.0
100.0,0.0,-180.0
100.0,0.0,-180.0
0.0,0.0,0.0
0.0,0.0,173.551
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-7.393
0.0,0.0,-4.964
0.0,0.0,0.0
100.0,0.0,-72.0
0.0,0.0,0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,1.126
100.0,-106.0,-1.0
0.0,0.0,0.0
0.0,0.0,-0.0
0.0,0.0,1.129
0.0,0.0,-0.0
0.0,0.0,1.128
0.0,0.0,-0.0
